row,devicename,concept_id,concept_name
3061,MINI PLATE 6 HOLE REG   01-9206,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3062,MINI PLATE 6H 20-ST-006,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3063,MINI PLATE DBL-Y LONG   01-9462                       ,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3064,MINI PLATE DBL-Y REG   01-9260,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3065,MINI PLATE L TYPE,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3066,MINI PLATE LEFT 15MM 20-LL-204,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3067,MINI PLATE LEFT 15MM 20-LL-224,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3068,MINI PLATE LEFT 18MM 20-LL-104,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3069,MINI PLATE LEFT 18MM 20-LL-304,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3070,MINI PLATE LEFT 18MM 20-LL-324,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3071,MINI PLATE LEFT 23MM 20-LL-404,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3072,MINI PLATE LEFT 23MM 20-LL-424,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3073,MINI PLATE LONG 24MM 20-ST-124,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3074,MINI PLATE L-SHAPE LONG.LT   01-9233,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3075,MINI PLATE L-SHAPE LONG.RT   01-9232,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3076,MINI PLATE L-SHAPE REG.LT   01-9231,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3077,MINI PLATE L-SHAPE REG.RT   01-9230,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3078,MINI PLATE REGULAR 4 HOLE,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3079,MINI PLATE RIGHT 15MM 20-LR-204,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3080,MINI PLATE RIGHT 15MM 20-LR-224,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3081,MINI PLATE RIGHT 18MM 20-LR-104,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3082,MINI PLATE RIGHT 18MM 20-LR-124,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3083,MINI PLATE RIGHT 18MM 20-LR-304,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3084,MINI PLATE RIGHT 18MM 20-LR-324,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3085,MINI PLATE RIGHT 23MM 20-LR-404,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3086,MINI PLATE RIGHT 23MM 20-LR-424,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3087,MINI PLATE STRAIGHT 6H 이하,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3088,MINI PLATE STRAIGHT 6H이하,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3089,Mini Port,45763434,Laparoscopic trocar
3090,MINI SCREW 11/2MM DIA   01-9481                       ,45773261,"Craniofacial bone screw, non-bioabsorbable"
3091,MINI SCREW 13/2MM DIA   01-9483                       ,45773261,"Craniofacial bone screw, non-bioabsorbable"
3092,MINI SCREW 15/2.0MM DIA   01-9485                       ,45773261,"Craniofacial bone screw, non-bioabsorbable"
3093,MINI SCREW 2.0*10MM 20-MN-010,45773261,"Craniofacial bone screw, non-bioabsorbable"
3094,MINI SCREW 2.0*10MM(202-2010),45773261,"Craniofacial bone screw, non-bioabsorbable"
3095,MINI SCREW 2.0*12MM 20-MN-012,45773261,"Craniofacial bone screw, non-bioabsorbable"
3096,MINI SCREW 2.0*12MM(202-2012),45773261,"Craniofacial bone screw, non-bioabsorbable"
3097,MINI SCREW 2.0*14MM 20-MN-014,45773261,"Craniofacial bone screw, non-bioabsorbable"
3098,MINI SCREW 2.0*14MM(202-2014),45773261,"Craniofacial bone screw, non-bioabsorbable"
3099,MINI SCREW 2.0*16MM 20-MN-016,45773261,"Craniofacial bone screw, non-bioabsorbable"
3100,MINI SCREW 2.0*16MM(202-2016),45773261,"Craniofacial bone screw, non-bioabsorbable"
3101,MINI SCREW 2.0*18MM 20-MN-018,45773261,"Craniofacial bone screw, non-bioabsorbable"
3102,Mini Screw 2.0*4-20mm,45773261,"Craniofacial bone screw, non-bioabsorbable"
3103,MINI SCREW 2.0*4MM 20-MN-004,45773261,"Craniofacial bone screw, non-bioabsorbable"
3104,MINI SCREW 2.0*4MM(202-2004),45773261,"Craniofacial bone screw, non-bioabsorbable"
3105,MINI SCREW 2.0*6MM 20-MN-006,45773261,"Craniofacial bone screw, non-bioabsorbable"
3106,MINI SCREW 2.0*6MM(202-2006),45773261,"Craniofacial bone screw, non-bioabsorbable"
3107,MINI SCREW 2.0*8MM 20-MN-008,45773261,"Craniofacial bone screw, non-bioabsorbable"
3108,MINI SCREW 2.0*8MM(202-2008)   ,45773261,"Craniofacial bone screw, non-bioabsorbable"
3109,MINI SCREW 2.0MM,45773261,"Craniofacial bone screw, non-bioabsorbable"
3110,mini screw 2.0mm*12mm(202-2012,45773261,"Craniofacial bone screw, non-bioabsorbable"
3111,mini screw 2.0mm*14mm(202-2014,45773261,"Craniofacial bone screw, non-bioabsorbable"
3112,mini screw 2.0mm*4mm(202-2004),45773261,"Craniofacial bone screw, non-bioabsorbable"
3113,mini screw 2.0mm*6mm(202-2006),45773261,"Craniofacial bone screw, non-bioabsorbable"
3114,mini screw 2.0mm*8mm(202-2008),45773261,"Craniofacial bone screw, non-bioabsorbable"
3115,MINI SCREW 2.0MM이상,45773261,"Craniofacial bone screw, non-bioabsorbable"
3116,MINI SCREW 5/2MM DIA   01-9475,45773261,"Craniofacial bone screw, non-bioabsorbable"
3117,MINI SCREW 7/2.3MM DIA   01-9497                       ,45773261,"Craniofacial bone screw, non-bioabsorbable"
3118,MINI SCREW 7/2MM DIA   01-9477,45773261,"Craniofacial bone screw, non-bioabsorbable"
3119,MINI SCREW 9/2MM DIA   01-9479                       ,45773261,"Craniofacial bone screw, non-bioabsorbable"
3120,mini screw2.0mm*10mm(202-2010),45773261,"Craniofacial bone screw, non-bioabsorbable"
3121,mini screw2.0mm*16mm(202-2016),45773261,"Craniofacial bone screw, non-bioabsorbable"
3122,mini screw2.0mm*18mm(202-2018),45773261,"Craniofacial bone screw, non-bioabsorbable"
3123,MIROCAM CAPSULE ENDOSCOPE(기타),45761018,Video capsule endoscopy system capsule
3124,MITEK G2 ANCHOR   210093,45759990,Surgical binding material anchor
3125,MITEK G2 SNAP-PAK   216193,45759990,Surgical binding material anchor
3126,MITEK G-II MICRO QUICK ANCHOR,45759990,Surgical binding material anchor
3127,MITEK MINI ANCHOR W/SUTURE THREADER 210066,45759990,Surgical binding material anchor
3128,MITEK SUPER ANCHOR   210109,45759990,Surgical binding material anchor
3129,MITRAL HEART VALVE TISSUE   25,4085258,Biologic cardiac valve prosthesis
3130,MITRAL HEART VALVE TISSUE   27,4085258,Biologic cardiac valve prosthesis
3131,MITRAL HEART VALVE TISSUE   29,4085258,Biologic cardiac valve prosthesis
3132,MITRAL HEART VALVE TISSUE   31,4085258,Biologic cardiac valve prosthesis
3133,MITRAL HEART VALVE TISSUE   33,4085258,Biologic cardiac valve prosthesis
3134,MMS U-72603(요도카테타),45759429,Urodynamic catheter
3135,MODIFIED KUGEL HERNIA PATCH,45768045,Hernia surgical mesh
3136,MONOCRYL PLUS 1/0 MCP358H,45772400,"Poliglecaprone suture, antimicrobial"
3137,MONOCRYL PLUS 3/0 MCP936H,45772400,"Poliglecaprone suture, antimicrobial"
3138,MONOFUSION 100/125cm,45768193,Medication/vaccine injector
3139,MONOFUSION 25/100cm,45768193,Medication/vaccine injector
3140,MONOFUSION 25/50cm,45768193,Medication/vaccine injector
3141,MONOFUSION 50/125cm,45768193,Medication/vaccine injector
3142,Monoka,45772027,Lacrimal intubation set
3143,MONOKA S1-1630,45772027,Lacrimal intubation set
3144,MONOSOF 3/0 SN663,45758903,"Nylon suture, monofilament"
3145,MONOSOF 4/0 SN662,45758903,"Nylon suture, monofilament"
3146,MONOSOF 5/0 SN3695,45758903,"Nylon suture, monofilament"
3147,MONOSOF 5/0 SN5668,45758903,"Nylon suture, monofilament"
3148,MONOSOF 6/0 SN3697,45758903,"Nylon suture, monofilament"
3149,MONOSYN 1/0 22467,45759086,Polyglyconate suture
3150,MONOSYN 1/0 HR40S(4*45),45759086,Polyglyconate suture
3151,MONOSYN 2/0 22036,45759086,Polyglyconate suture
3152,MONOSYN 2/0 22426,45759086,Polyglyconate suture
3153,Monosyn 2/0 C0022026,45759086,Polyglyconate suture
3154,Monosyn 3/0,45759086,Polyglyconate suture
3155,MONOSYN 3/0 22425,45759086,Polyglyconate suture
3156,MONOSYN 3/0 23215,45759086,Polyglyconate suture
3157,MONOSYN 3/0 C0022015,45759086,Polyglyconate suture
3158,Monosyn 4/0 22014,45759086,Polyglyconate suture
3159,MONOSYN 4/0 DS16,45759086,Polyglyconate suture
3160,MONOSYN 4/0 HR17 C0022004,45759086,Polyglyconate suture
3161,Monosyn 5/0,45759086,Polyglyconate suture
3162,MONOSYN 5/0 DSMP13,45759086,Polyglyconate suture
3163,MONOSYN 5/0 HR13 C0022008,45759086,Polyglyconate suture
3164,Monosyn 6/0,45759086,Polyglyconate suture
3165,MONOSYN 6/0 DSMP11,45759086,Polyglyconate suture
3166,MONOSYN 6/0 HR13 C0022007,45759086,Polyglyconate suture
3167,MRDPOR PTERIONAL IMPLANT.RT 9864,45761346,Cranioplasty sheet
3168,MULLIN SHEATH USCI   8Fr.,45761573,Catheter introducer
3169,"Multi Band Ligator MBL-4,6,10",4131537,Band ligator
3170,MULTI BAND LIGATOR MBL-6(COOK),4131537,Band ligator
3171,MULTI DRAINAGE CATHETER ,2615756,"Catheter, drainage"
3172,MULTI DRAINAGE CATHETER   ULT10.2-38-MSL,2615756,"Catheter, drainage"
3173,MULTI DRAINAGE CATHETER   ULT12.0-38-MSL,2615756,"Catheter, drainage"
3174,MULTI DRAINAGE CATHETER   ULT14.0-38-MSL,2615756,"Catheter, drainage"
3175,MULTI FUNCTION ELECTRODE,45770938,Defibrillator electrode
3176,MULTI LOAD   ,40355609,Intrauterine contraceptive device
3177,MULTI PURPOSE CATH 5.0F-38-80-6S-MPA,45771910,"Angiographic catheter, single-use"
3178,MULTI SIDEPORT INFUSION CATHETER MCIS,45758082,Peripheral/coronary vascular infusion catheter
3179,MULTICEL(NASAL PACKING) 500508,4041621,Packing material
3180,MULTICEL(NASAL PACKING) 500510,4041621,Packing material
3181,MULTIFILTRATE KIT 2 CVVH 600,45757971,Hemofilter
3182,MULTIFIX C,40489931,Catheter stabilization device
3183,MULTIFIX E,40489931,Catheter stabilization device
3184,MULTIFIX EF,40489931,Catheter stabilization device
3185,MULTIFIX ENDOII,40489931,Catheter stabilization device
3186,MULTIFIX ENDO-III,40489931,Catheter stabilization device
3187,MULTIFIX IV L TYPE,40489931,Catheter stabilization device
3188,MULTIFIX L,40489931,Catheter stabilization device
3189,MULTI-LINK VISION RX CORONARY STENT SYSTEM,45759034,Bare-metal coronary artery stent
3190,MULTI-LUMEN ACCESS CATHETER,4179206,Central venous catheter
3191,Multi-Med C.V.P Cath(3Lumen),4179206,Central venous catheter
3192,Multi-Med C.V.P Cath.(2Lumen),4179206,Central venous catheter
3193,MULTIPLE CLIP APPLIER   MCL,45768017,Ligation clip
3194,MULTIPLE CLIP APPLIER   MCS,45768017,Ligation clip
3195,Multiple Clip MCL20,45768017,Ligation clip
3196,Multiple Clip MCM20,45768017,Ligation clip
3197,Multiple Clip MCS20,45768017,Ligation clip
3198,MULTIPLE EF-ALL,40489931,Catheter stabilization device
3199,MULTIPLE EXTERNAL FIXATOR(WRIST),45764599,"External orthopedic fixation system, single-use, sterile"
3200,MULTIPURPOSE CATHETER       CORDIS   5Fr.  80cm,45771910,"Angiographic catheter, single-use"
3201,MULTIPURPOSE CATHETER       CORDIS   6Fr.  80cm,45771910,"Angiographic catheter, single-use"
3202,MULTIPURPOSE CATHETER       CORDIS   6Fr. 100cm,45771910,"Angiographic catheter, single-use"
3203,MULTIPURPOSE CATHETER       CORDIS   7Fr. 110cm,45771910,"Angiographic catheter, single-use"
3204,MULTIPURPOSE CATHETER CORDIS,45771910,"Angiographic catheter, single-use"
3205,MULTIPURPOSE DRAINAGE CATHETER,2615756,"Catheter, drainage"
3206,MULTIPURPOSE TRIGUIDE-LITE SCIMED,45761363,Coronary artery guide catheter
3207,MULTIPURPOSE VISTA BRITE TIP G/C CORDIS,45761363,Coronary artery guide catheter
3208,MUSTANG BALLOON DILATATION CATH M(6-12MM),4124393,Balloon dilatation catheter
3209,MUSTANG BALLOON DILATATION CATH S(2-5MM),4124393,Balloon dilatation catheter
3210,MUSTANG BALLOON DILATATION CATHETER MIDDLE (6-12 M,4124393,Balloon dilatation catheter
3211,MUSTANG BALLOON DILATATION CATHETER SMALL (2-5 MM),4124393,Balloon dilatation catheter
3212,MUTIPLECLIP APPLIER   MCM,45768017,Ligation clip
3213,Myomectomy,45767955,Laparoscopic surgical procedure kit
3214,M-YOUNG DRAINAGE CATH,2615756,"Catheter, drainage"
3215,NANOCROSS PTA BALLOON CATH S(2-5MM),4124393,Balloon dilatation catheter
3216,NANOCROSS PTA DILATATION CATHETER,4124393,Balloon dilatation catheter
3217,Nasal Billiary Drainage Cath,45762340,Drainage biliary catheter
3218,NASAL SPLINT 15-28111,45764208,External nasal splint
3219,NASAL SPLINT 15-28121,45764208,External nasal splint
3220,NASAL SPLINT(AQUAPLAST SPLINT) 3'X3',45764208,External nasal splint
3221,NASOPORE FORTE 4CM,45764206,Nasal mucosa dressing
3222,NASOPORE FORTE 8CM,45764206,Nasal mucosa dressing
3223,NASOPORE FORTE PLUS 4CM,45764206,Nasal mucosa dressing
3224,NASOPORE FORTE PLUS 8CM,45764206,Nasal mucosa dressing
3225,NASOPORE FORTE-8CM,45764206,Nasal mucosa dressing
3226,NASOPORE STANDARD 4CM,45764206,Nasal mucosa dressing
3227,NASOPORE STANDARD 8CM,45764206,Nasal mucosa dressing
3228,NASOPORE STANDARD-4CM,45764206,Nasal mucosa dressing
3229,NASOPORE STANDARD-8CM,45764206,Nasal mucosa dressing
3230,NATURA DRAINABLE POUCH(투명) 100MM,4225137,Colostomy bag
3231,NATURA DRAINABLE POUCH(투명) 45MM,4225137,Colostomy bag
3232,NATURA DRAINABLE POUCH(투명) 57MM,4225137,Colostomy bag
3233,NATURA DRAINABLE POUCH(투명) 70MM,4225137,Colostomy bag
3234,NATURA MOLDABLE DURAHESIVE(WAFER) 45MM,4224190,Stoma flange
3235,NATURA MOLDABLE DURAHESIVE(WAFER) 57MM,4224190,Stoma flange
3236,NATURA MOLDABLE DURAHESIVE(WAFER) 70MM,4224190,Stoma flange
3237,NATURA MOLDABLE STOMAHESIVE(WAFER) 45MM(12-22MM),4224190,Stoma flange
3238,NATURA MOLDABLE STOMAHESIVE(WAFER) 45MM(22-33MM),4224190,Stoma flange
3239,NATURA MOLDABLE STOMAHESIVE(WAFER) 57MM,4224190,Stoma flange
3240,NATURA MOLDABLE STOMAHESIVE(WAFER) 70MM,4224190,Stoma flange
3241,NATURA PLUS CLIPLESS POUCH 100MM(투명),4225137,Colostomy bag
3242,NATURA PLUS CLIPLESS POUCH 45MM(투명),4225137,Colostomy bag
3243,NATURA PLUS CLIPLESS POUCH 57MM(투명),4225137,Colostomy bag
3244,NATURA PLUS CLIPLESS POUCH 70MM(투명),4225137,Colostomy bag
3245,NATURA PLUS POUCH 투명 45mm,4225137,Colostomy bag
3246,NATURA PLUS POUCH 투명 57mm,4225137,Colostomy bag
3247,NATURA PLUS POUCH 투명 70mm,4225137,Colostomy bag
3248,NATURA STOMAHESIVE(WAFER) 100MM,4224190,Stoma flange
3249,NATURE SET (R1)-REGULATOR차광SET,4162222,Rapid infusion catheter
3250,NCV CATHETER 2Lumen-29G,4161814,Peripherally inserted central catheter
3251,NEBULIZER KIT,4219814,Nebulizer
3252,NEBULIZER MASK,2615249,"Aerosol mask, used with dme nebulizer"
3253,NEO DERMAL ACTIVATOR 1G,45767962,Dermal dressing
3254,NEO DERMAL ACTIVATOR 5G,45767962,Dermal dressing
3255,NEO MUCOSAL ACTIVATOR(1G),45767968,Mucosal dressing
3256,NEO MUCOSAL ACTIVATOR(3G),45767968,Mucosal dressing
3257,NEO MUCOSAL ACTIVATOR(5G),45767968,Mucosal dressing
3258,NEONATAL ELECTRODE ,45758427,Neonatal electrocardiographic electrode
3259,NEO'S PTCA GUIDE WIRE,4159813,Guide wire
3260,NEOTRODE AND NEOTRODE Ⅱ CONDUCTIVE ADHESIVE GEL W,45758427,Neonatal electrocardiographic electrode
3261,NEOVEIL 100*100MM,4085997,Surgical reinforcing material
3262,NEOVEIL 50*100MM,4085997,Surgical reinforcing material
3263,NEOVEIL SHEET TYPE 10*5,4085997,Surgical reinforcing material
3264,NEPHROMAX NEPHROSTOMY BALLOON CATH(SHEATH포함) 30F,45773438,Nephrostomy catheter
3265,NEPHROMAX NEPHROSTOMY BALLOON DILATATION CATHETER(,45773438,Nephrostomy catheter
3266,NEPHROSTOMY BALLOON CATHETER   X-12FR,45773438,Nephrostomy catheter
3267,NEPHROSTOMY BALLOON CATHETER   X-16FR,45773438,Nephrostomy catheter
3268,NEPHROSTOMY BALLOON CATHETER   X-18FR,45773438,Nephrostomy catheter
3269,NEPHROSTOMY BALLOON CATHETER   X-20FR,45773438,Nephrostomy catheter
3270,NEPHROSTOMY BALLOON CATHETER   Z-14FR,45773438,Nephrostomy catheter
3271,NEPHROSTOMY BALLOON CATHETER 10FR,45773438,Nephrostomy catheter
3272,NEPHROSTOMY BALLOON CATHETER 8FR,45773438,Nephrostomy catheter
3273,NEPTUNE PAD,4219052,Hemostat
3274,NEURO PATCH,4104097,Dural substitute
3275,NEURO PATCH 4CM X 5CM,4104097,Dural substitute
3276,NEURO PATCH 6CM X 14CM,4104097,Dural substitute
3277,NEURO PATCH 6CM X 8CM,4104097,Dural substitute
3278,NEURO PLATE 2H MED   01-7345,45764348,"Craniofacial fixation plate, non-bioabsorbable"
3279,NEW IMAGE COLOSTOMY LOCK`N ROLL POUCH 57mm,4225137,Colostomy bag
3280,NEW IMAGE COLOSTOMY LOCK`N ROLL POUCH 70mm,4225137,Colostomy bag
3281,NEW IMAGE FLANGE 57mm,4224190,Stoma flange
3282,NEW IMAGE FLANGE 70mm,4224190,Stoma flange
3283,NEW TLC (BODY) 55,45765043,"Open-surgery manual linear cutting stapler, single-use"
3284,NEW TLC (BODY) 75,45765043,"Open-surgery manual linear cutting stapler, single-use"
3285,NEW TLC (CARTRIDGE) SR75,45765044,"Endoscopic manual linear cutting stapler, single-use"
3286,NEW TLC BODY 55MM,45765043,"Open-surgery manual linear cutting stapler, single-use"
3287,NEW TLC BODY 75MM,45765043,"Open-surgery manual linear cutting stapler, single-use"
3288,NEW TLC CARTRIDGE 75MM(LARGE),45765044,"Endoscopic manual linear cutting stapler, single-use"
3289,NEW YOGIPS LONG ARM HLA-500(N)  ,4040908,Long arm splint
3290,NEW YOGIPS LONG ARM HLA-520(N),4040908,Long arm splint
3291,NEW YOGIPS LONG LEG HLL-700(N),4332647,Long leg splint
3292,NEW YOGIPS LONG LEG HLL-720(N),4332647,Long leg splint
3293,NEW YOGIPS LONG LEG HLL-740(N),4332647,Long leg splint
3294,NEW YOGIPS SHORT ARM HSA-200(N),4042168,Short arm splint
3295,NEW YOGIPS SHORT ARM HSA-220(N),4042168,Short arm splint
3296,NEW YOGIPS SHORT ARM HSA-300(N) ,4042168,Short arm splint
3297,NEW YOGIPS SHORT ARM HSA-420(N) ,4042168,Short arm splint
3298,NEW YOGIPS SHORT LEG HSL-600(N),4160285,Short leg splint
3299,NEW YOGIPS SHORT LEG HSL-620(N),4160285,Short leg splint
3300,NEW YOGIPS-LONG ARM/HLA-500(N),4040908,Long arm splint
3301,NEW YOGIPS-LONG ARM/HLA-520(N),4040908,Long arm splint
3302,NEW YOGIPS-LONG LEG/HLL-700(N),4332647,Long leg splint
3303,NEW YOGIPS-LONG LEG/HLL-720(N),4332647,Long leg splint
3304,NEW YOGIPS-SHORT ARM/HSA-300(N),4042168,Short arm splint
3305,NEW YOGIPS-SHORT ARM/HSA-320(N),4042168,Short arm splint
3306,NEW YOGIPS-SHORT LEG/HSL-600(N),4160285,Short leg splint
3307,NEW YOGIPS-SHORT LEG/HSL-620(N),4160285,Short leg splint
3308,NEWTON CEREBRAL CATHTER   S5.0-38-100-HN4,45771910,"Angiographic catheter, single-use"
3309,NEXGEN CR ARTICULAR SURFACE(슬관절치환용),45771650,Mobile-bearing total knee prosthesis
3310,NEXGEN CR FEMORAL COMPONENT(슬관절치환용),45768076,Knee femur prosthesis
3311,NEXGEN TIBIAL PLATE,45768074,Knee tibia prosthesis
3312,"NHPS SPLINT 3"" X 14""",4042424,Splint
3313,"NHPS SPLINT 3"" X 40""",4042424,Splint
3314,"NHPS SPLINT 4"" X 18""",4042424,Splint
3315,"NHPS SPLINT 4"" X 34""",4042424,Splint
3316,"NHPS SPLINT 5"" X 34""",4042424,Splint
3317,"NHPS SPLINT 5"" X 50""",4042424,Splint
3318,"NHPS SPLINT 6"" X 34""",4042424,Splint
3319,"NHPS SPLINT 6"" X 50""",4042424,Splint
3320,NICOM SENSOR,4254068,Sensor device
3321,NICOM SENSORS,4254068,Sensor device
3322,NIH CATHETER CORDIS,45771910,"Angiographic catheter, single-use"
3323,Ni-Ti File,4128139,Endodontic file
3324,NITINOL WIRE WITH PLATINUM TIP,4159813,Guide wire
3325,NITI-S BILIARY STENT,45764662,Bare-metal biliary stent
3326,NITI-S BILIARY STENT 10MM*6CM,45764662,Bare-metal biliary stent
3327,NITI-S BILIARY STENT 10MM*6CM*200CM,45764662,Bare-metal biliary stent
3328,NITI-S BILIARY STENT 10MM*7CM,45764662,Bare-metal biliary stent
3329,NITI-S BILIARY STENT 10MM*7CM*200CM,45764662,Bare-metal biliary stent
3330,NITI-S BILIARY STENT 10MM*8CM,45764662,Bare-metal biliary stent
3331,NITI-S BILIARY STENT 10MM*8CM*200CM,45764662,Bare-metal biliary stent
3332,NITI-S BILIARY STENT 8MM*7CM,45764662,Bare-metal biliary stent
3333,NITI-S BILIARY STENT MEMBRANE 10MM*6CM*200CM,45764662,Bare-metal biliary stent
3334,NITI-S BILIARY STENT MEMBRANE 10MM*7CM*200CM,45764662,Bare-metal biliary stent
3335,NITI-S BILIARY STENT MEMBRANE 10MM*8CM*200CM,45764662,Bare-metal biliary stent
3336,NITI-S COLON STENT,45764339,Bare-metal colonic stent
3337,NITI-S COLON STENT COVER 8CM,45764339,Bare-metal colonic stent
3338,NITI-S COLON STENT UNCOVER 6CM,45764339,Bare-metal colonic stent
