row,drugname,concept_id,concept_name
2629,Hepadial Tab 50mg,19107509,DIMECROTIC ACID 50 MG Oral Tablet
2630,Hepa-Merz Infusion 10ml,19024365,Ornithine
2631,Heparin 20000unit/20ml,1367571,Heparin
2632,Heparin 25000unit/5ml,19077987,Heparin 5000 UNT/ML Injectable Solution
2633,Heparin 25000unit/5ml(한림),19077987,Heparin 5000 UNT/ML Injectable Solution
2634,Heparin(처치용) 1000unit/10ml,1367571,Heparin
2635,Hepasol 500ml/Bag,19130902,Alanine 5.4 MG/ML / Arginine 12 MG/ML / Aspartate 3.2 MG/ML / Cysteine 0.24 MG/ML / Glutamate 5 MG/ML / Glycine 3.6 MG/ML / Histidine 4.8 MG/ML / Isoleucine 8.2 MG/ML / Leucine 1.4 MG/ML / Lysine 1.2 MG/ML / Methionine 3.4 MG/ML / Phenylalanine 4.8 MG/ML
2636,Hepatamine 500ml/Bot,19055608,AMINO ACIDS 8%
2637,Hepatofalk Infusion,1195334,Choline
2638,Hepatofalk Infusion,1309204,Adenosine
2639,Hepatofalk Infusion,1377023,Hydroxocobalamin
2640,Hepatofalk Infusion,19135931,Cyanocobalamin Co57
2641,Hepatofalk Tab,1195334,Choline
2642,Hepatofalk Tab,19010955,Cysteine
2643,Hepatofalk Tab,19016537,Frangula preparation
2644,Hepatofalk Tab,19018419,Niacinamide
2645,Hepatofalk Tab,19059511,Ox bile extract
2646,Hepatofalk Tab,19060995,Rhubarb preparation
2647,Hepatofalk Tab,19071835,Chelidonium majus preparation
2648,Hepatofalk Tab,19091110,Cynara Preparation
2649,Hepatofalk Tab,19111620,Folic Acid
2650,Hepatofalk Tab,19123346,Khellin
2651,Hepatofalk Tab,19135931,Cyanocobalamin Co57
2652,Hepatofalk Tab,19137312,Thiamine
2653,Hepatofalk Tab,42899623,Peumus boldus leaf extract
2654,Hepatofalk Tab,43533029,Artemisia absinthium extract
2655,Hepatofalk Tab,43533032,Curcuma longa whole extract
2656,Hepavax Gene 0.5ml TF(소아용)(국가지원),568231,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Solution
2657,Hepavax Gene 0.5ml TF(소아용/국가지원),528325,Hepatitis B Surface Antigen Vaccine 0.02 MG/ML Injectable Suspension
2658,Hepavax Gene 1ml TF(성인용),19078012,Hepatitis B Vaccine 0.02 MG/ML Injectable Suspension
2659,Hepsera Tab 10mg,40168220,adefovir dipivoxil 10 MG Oral Tablet
2660,Herben Inj 50mg,1328165,Diltiazem
2661,Herben retard Tab 90mg,19133612,Diltiazem Hydrochloride 90 MG Extended Release Oral Tablet
2662,HerBEN SR CAP 180mg,1328585,Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule
2663,Herben Tab 30mg,1328689,Diltiazem Hydrochloride 30 MG Oral Tablet
2664,Herceptin Inj 150mg,1387104,trastuzumab
2665,Herpecid Eye Oint 3.5g/Tube,19064564,Acyclovir 30 MG/ML Ophthalmic Solution
2666,Hexamedin 0.1%(100ml),19105992,Chlorhexidine 1 MG/ML Mouthwash
2667,Hextend Inj 500ml/Bag,21601144,hydroxyethylstarch
2668,HIBerix Inj 0.5ml,529120,"Haemophilus influenzae type b, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine 0.068 MG/ML Injectable Solution"
2669,Hicodone Tab,40162552,Acetaminophen 500 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet
2670,Highmol Inj 20mg/2ml,40169902,Morphine Sulfate 10 MG/ML Injectable Solution
2671,Hinechol Tab 25mg,40162835,Bethanechol Chloride 25 MG Oral Tablet
2672,Hismanal Tab.10mg,1150771,Astemizole 10 MG Oral Tablet
2673,Histobulin Inj,19069019,Histamine
2674,Histobulin Inj,19117912,Immunoglobulin G
2675,H-Lase Inj 1500unit,19057319,Hyaluronidase 1500 UNT/ML Injectable Solution
2676,Hokunalin Patch 0.5mg,19043191,tulobuterol
2677,Hokunalin Patch 2mg,19043191,tulobuterol
2678,Holoxan Inj 1g,19078187,Ifosfamide
2679,HS 1L/Bag,19135831,"calcium chloride, dihydration 0.2 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML / Sodium Lactate 3.1 MG/ML Irrigation Solution"
2680,HS 1L/Bot (수술실용),19135831,"calcium chloride, dihydration 0.2 MG/ML / Potassium Chloride 0.3 MG/ML / Sodium Chloride 6 MG/ML / Sodium Lactate 3.1 MG/ML Irrigation Solution"
2681,HS 500ml/Bag,967823,Sodium Chloride
2682,Humalog 25MIX KPen 300unit/3ml,19058398,Insulin Lispro 100 UNT/ML Injectable Solution
2683,Humalog 50MIx KPen 300unit/3ml,19135266,3 ML Insulin Lispro 100 UNT/ML Prefilled Syringe
2684,Humalog Inj 1000unit/10ml,19058398,Insulin Lispro 100 UNT/ML Injectable Solution
2685,Humalog kwikPen 300unit/3ml,19058398,Insulin Lispro 100 UNT/ML Injectable Solution
2686,Humira Inj 40mg/0.8ml/Pen,19098170,0.8 ML adalimumab 50 MG/ML Injection
2687,Humulin-N Inj 1000unit/10ml,19078552,"insulin human, isophane 100 UNT/ML Injectable Suspension"
2688,Humulin-R Inj 1000unit/10ml,19078555,"Regular Insulin, Human 100 UNT/ML Injectable Solution"
2689,Hyabak Eye Drop 0.15% 10ml,787787,hyaluronate
2690,Hyalein Drop 0.1%,787787,hyaluronate
2691,Hyalein Mini 0.1% Eye Drop,787787,hyaluronate
2692,Hyaluni Eye Drop 0.3%(원외),787787,hyaluronate
2693,Hyaluronic acid Eye Inj 0.85ml,42902509,Sodium Hyaluronate 15 MG/ML Prefilled Syringe
2694,Hycamtin Inj 4mg,1378509,Topotecan
2695,Hycodone Tab 5/325mg,40162515,Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet
2696,Hycomin Inj 5mg/2ml,19104270,Hydroxocobalamin 2.5 MG/ML Injectable Solution
2697,Hydantoin Tab 100mg,40163213,Phenytoin sodium 100 MG Oral Tablet
2698,Hydralazin Tab 25mg,40174811,Hydralazine Hydrochloride 25 MG Oral Tablet
2699,Hydralazine Inj 20mg/1ml,40174776,Hydralazine Hydrochloride 20 MG/ML Injectable Solution
2700,Hydrin Cap 500mg,1377163,hydroxyurea 500 MG Oral Capsule
2701,Hydrocortisone Oint 1% 10g/EA,19026511,Hydrocortisone 0.01 MG/MG Topical Ointment
2702,Hydrocortisone Tab 10mg(Jena Pharm),975168,Hydrocortisone 10 MG Oral Tablet
2703,Hypertet  Inj 250unit/1ml,561424,"Tetanus immune globulin, human 250 UNT/ML Injectable Solution"
2704,Hyroxon Tab 10mg,975168,Hydrocortisone 10 MG Oral Tablet
2705,Hyruan Plus Inj 20mg/2ml/PFS,42902917,Sodium Hyaluronate 10 MG/ML Prefilled Syringe
2706,Hytrine Tab 1mg,1341269,Terazosin 1 MG Oral Tablet
2707,Hytrine Tab 2mg,1341271,Terazosin 2 MG Oral Tablet
2708,Hytrine Tab 5mg,19079718,Terazosin 5 MG Oral Tablet
2709,Ibustrin Tab 200mg,19107396,indobufen 200 MG Oral Tablet
2710,Imdur Tab 60mg,1383862,Isosorbide Mononitrate 60 MG Extended Release Oral Tablet
2711,Imigran Tab 50mg(원외),1140650,Sumatriptan 50 MG Oral Tablet
2712,Imipramine Tab 25mg 환인,778296,Imipramine Hydrochloride 25 MG Oral Tablet
2713,Immuthera Tab 50mg,19014880,Azathioprine 50 MG Oral Tablet
2714,Imotun Cap 300mg,40254364,"avocado and soyabean oil, unsaponifiables"
2715,Imovane Tab 7.5mg,19044885,zopiclone 7.5 MG Oral Tablet
2716,Imovax Polio Inj 0.5ml,19129482,"poliovirus vaccine inactivated, type 1 (Mahoney) 80 UNT/ML / poliovirus vaccine inactivated, type 2 (MEF-1) 16 UNT/ML / poliovirus vaccine inactivated, type 3 (Saukett) 64 UNT/ML Injectable Solution"
2717,Implanta Cap 100mg,19082899,Cyclosporine 100 MG Oral Capsule
2718,Implanta Cap 25mg,19010484,Cyclosporine 25 MG Oral Capsule
2719,Imuran Tab 50mg,19014880,Azathioprine 50 MG Oral Tablet
2720,Indenol Tab 10mg,40163312,Propranolol Hydrochloride 10 MG Oral Tablet
2721,INDENOL Tab 40mg,40163342,Propranolol Hydrochloride 40 MG Oral Tablet
2722,Inderal-LA cap 160mg,40163326,Propranolol Hydrochloride 160 MG Extended Release Oral Capsule
2723,Indocyanine Green Inj 25mg,19078612,Indocyanine Green
2724,Infanrix-IPV Inj(국가지원) 0.5ml/PFS,19033193,Pertussis Vaccine
2725,Infanrix-IPV Inj(국가지원) 0.5ml/PFS,529303,"diphtheria toxoid vaccine, inactivated"
2726,Infanrix-IPV Inj(국가지원) 0.5ml/PFS,529411,"tetanus toxoid vaccine, inactivated"
2727,Infanrix-IPV Inj(국가지원) 0.5ml/PFS,551977,"Poliovirus Vaccine, Inactivated"
2728,Influenza 0.25ml(소아용/Agrippal) Vacc,19121608,Influenza virus vaccine
2729,Influenza Vacc(건진센터/직원용),19121608,Influenza virus vaccine
2730,Inhibace Tab 2.5mg,19022242,Cilazapril 2.5 MG Oral Tablet
2731,Inisia Tab 5mg(28T/P),45775367,ulipristal acetate 5 MG Oral Tablet
2732,Inteban Spansule 25mg,1178727,Indomethacin 25 MG Extended Release Oral Capsule
2733,Intra MCT 10% 500ml/Bot,19070224,Soybean Oil
2734,Intra MCT 10% 500ml/Bot,42899398,Medium chain triglycerides
2735,Intra MCT 20% (250ml),19070224,Soybean Oil
2736,Intra MCT 20% (250ml),42899398,Medium chain triglycerides
2737,Intrafusin 10% 500ml/Bot,19124969,Amino Acids
2738,Intralipos 10%(250ml),19023490,Soybean Oil 100 MG/ML Injectable Suspension
2739,Invanz Inj 1g,1717963,ertapenem
2740,Invega ER Tab 3mg,19134800,paliperidone 3 MG Extended Release Oral Tablet
2741,Invega ER Tab 6mg,19134801,paliperidone 6 MG Extended Release Oral Tablet
2742,Invega ER Tab 9mg,19134802,paliperidone 9 MG Extended Release Oral Tablet
2743,Iodosorb Oint 10g,19105175,cadexomer iodine 0.5 MG/MG Topical Ointment
2744,Iomeron 400 Inj 100ml(조영제),21605395,iomeprol
2745,Iopamiro 300 Inj 150ml(조영제),19081224,Iopamidol
2746,IRcodon Tab 5mg,40232756,Oxycodone Hydrochloride 5 MG Oral Tablet
2747,Iressa Tab 250mg,1319194,gefitinib 250 MG Oral Tablet
2748,Irritren Tab 200mg,19106828,lonazolac 200 MG Oral Tablet
2749,Isepamicin Inj 200mg/2ml,21603004,isepamicin
2750,Isoket Inj 10mg/10ml,19003962,Isosorbide Dinitrate 1 MG/ML Injectable Solution
2751,Isoket Inj 50mg/50ml,19003962,Isosorbide Dinitrate 1 MG/ML Injectable Solution
2752,Isoket retard Cap 120mg,19103776,Isosorbide Dinitrate 120 MG Extended Release Oral Capsule
2753,Isoket retard Tab 40mg,1383988,Isosorbide Dinitrate 40 MG Extended Release Oral Tablet
2754,Isoket spray (15ml),1383925,Isosorbide Dinitrate
2755,Isoptin Inj 5mg/2ml,40171874,Verapamil hydrochloride 2.5 MG/ML Injectable Solution
2756,Isoptin SR Tab 180mg,40171863,Verapamil hydrochloride 180 MG Extended Release Oral Tablet
2757,Isoptin SR Tab 240mg,40171884,Verapamil hydrochloride 240 MG Extended Release Oral Tablet
2758,Isoptin Tab 40mg,40171905,Verapamil hydrochloride 40 MG Oral Tablet
2759,Isoptoatropine Drop 1%(15ml),40243447,Atropine Sulfate 10 MG/ML Ophthalmic Solution
2760,IsoptoCARpine Eye Drop 2% 15ml,40224352,Pilocarpine Hydrochloride 20 MG/ML Ophthalmic Solution
2761,Itra tab 100mg(원외),19106152,Itraconazole 100 MG Oral Tablet
2762,IV Globulin 2.5g/50ml SN Inj,19117912,Immunoglobulin G
2763,IV Globulin S Inj 0.5g/10ml,19027390,"Immunoglobulin G, Human 50 MG/ML Injectable Solution"
2764,IV Globulin S Inj 1g/20ml,19027390,"Immunoglobulin G, Human 50 MG/ML Injectable Solution"
2765,IV Globulin S Inj 2.5g/50ml,19117912,Immunoglobulin G
2766,Janumet Tab 50/1000mg(원외),40164891,Metformin hydrochloride 1000 MG / sitagliptin 50 MG Oral Tablet
2767,Janumet Tab 50/500mg(원외),40164922,Metformin hydrochloride 500 MG / sitagliptin 50 MG Oral Tablet
2768,Janumet Tab 50/850mg(원외),1503297,Metformin
2769,Janumet Tab 50/850mg(원외),1580747,sitagliptin
2770,Janumet XR Tab 100/1000mg(원외),42708168,Metformin hydrochloride 1000 MG / sitagliptin 100 MG Extended Release Oral Tablet
2771,Januvia Tab 100mg,19125041,sitagliptin 100 MG Oral Tablet
2772,Jeidin Tab 75mg,961168,Ranitidine 75 MG Oral Tablet
2773,Jelmiron Cap 100mg,924172,Pentosan Polysulfate 100 MG Oral Capsule
2774,Jenasteron Inj 250mg/1ml,40227467,testosterone enanthate 250 MG/ML Injectable Solution
2775,JEV(사백신) Inj(국가지원) 1ml,19047598,"Japanese encephalitis virus vaccine, inactivated"
2776,Joins Tab 200mg,42899952,Prunella vulgaris flowering top extract
2777,Joins Tab 200mg,42900044,Trichosanthes kirilowii root extract
2778,Jumex Tab 5mg,40165271,selegiline hydrochloride 5 MG Oral Tablet
2779,Jurnista IR Tab 2mg,40173098,Hydromorphone Hydrochloride 2 MG Oral Tablet
2780,Jurnista Oros Tab 16mg,40174860,Hydromorphone Hydrochloride 12 MG Extended Release Oral Tablet
2781,Jurnista Oros Tab 32mg,42899095,Hydromorphone Hydrochloride 32 MG Extended Release Oral Tablet
2782,Jurnista Oros Tab 4mg,40173131,Hydromorphone Hydrochloride 4 MG Oral Tablet
2783,Jurnista Oros Tab 8mg,40174866,Hydromorphone Hydrochloride 8 MG Extended Release Oral Tablet
2784,K-20 NS 100ml(엔에이.케이 200),19049105,Potassium Chloride
2785,K-20 NS 100ml(엔에이.케이 200),967823,Sodium Chloride
2786,K-40 Inj 20ml,19027661,Potassium Chloride 2 MEQ/ML Injectable Solution
2787,K-40 NS 1L/Bag,967904,Potassium Chloride 0.04 MEQ/ML / Sodium Chloride 0.154 MEQ/ML Injectable Solution
2788,Kabitwin Inj 1000ml (Central),19006410,Arginine
2789,Kabitwin Inj 1000ml (Central),19010955,Cysteine
2790,Kabitwin Inj 1000ml (Central),19036781,Calcium Chloride
2791,Kabitwin Inj 1000ml (Central),19052489,Alanine
2792,Kabitwin Inj 1000ml (Central),19097059,DEXTROSE SOLUTION
2793,Kabitwin Inj 1000ml (Central),962398,Glycine
2794,Kabiven 1500,1560524,Glucose
2795,Kabiven 1500,19006410,Arginine
2796,Kabiven 1500,19036781,Calcium Chloride
2797,Kabiven 1500,19052489,Alanine
2798,Kabiven 1500,19070224,Soybean Oil
2799,Kabiven 1500,962398,Glycine
2800,Kabiven peri 1500,1560524,Glucose
2801,Kabiven peri 1500,19006410,Arginine
2802,Kabiven peri 1500,19036781,Calcium Chloride
2803,Kabiven peri 1500,19052489,Alanine
2804,Kabiven peri 1500,19070224,Soybean Oil
2805,Kabiven peri 1500,962398,Glycine
2806,Kabiven peri 2000,1560524,Glucose
2807,Kabiven peri 2000,19006410,Arginine
2808,Kabiven peri 2000,19036781,Calcium Chloride
2809,Kabiven peri 2000,19052489,Alanine
2810,Kabiven peri 2000,19070224,Soybean Oil
2811,Kabiven peri 2000,962398,Glycine
2812,Kaletra Tab 200/50mg,19122186,lopinavir 200 MG / Ritonavir 50 MG Oral Tablet
2813,Kalimate Pow,19112563,Calcium polystyrene sulfonate product
2814,Kanamycin Inj 1g,1784749,Kanamycin
2815,Kanamycin Inj 1g(유한),1784749,Kanamycin
2816,KANARB Tab 120mg,45893528,fimasartan
2817,Kanarb Tab 30mg(원외),45893528,fimasartan
2818,Kanarb Tab 60mg,45893528,fimasartan
2819,Kantecs Tab 200mg,21600522,Liver therapy
2820,Kapvay ER Tab 0.1mg,40227885,Clonidine Hydrochloride 0.1 MG Extended Release Oral Tablet
2821,Karyuni Opth Soln 5ml,19060581,pirenoxine 0.05 MG/ML Ophthalmic Solution
2822,KCL-20 Inj 20ml/Amp,19049105,Potassium Chloride
2823,K-contin Tab 600mg,19049375,Potassium Chloride 8 MEQ Extended Release Oral Tablet
2824,Kedanone Tab. 30mg,19067037,idebenone 30 MG Oral Tablet
2825,Kefentech-L 7매/P,1185922,Ketoprofen
2826,Keiran Inj 10mg/ml,19057195,Ketamine 10 MG/ML Injectable Solution
2827,Kenofen Gel 50g,1185922,Ketoprofen
2828,Keppra Inj 500mg/5ml,711620,Levetiracetam 100 MG/ML Injectable Solution
2829,Keppra Soln 100mg/ml,19102504,Levetiracetam 100 MG/ML Oral Solution
2830,Keppra Tab 1000mg,19101553,Levetiracetam 1000 MG Oral Tablet
2831,Keppra Tab 250mg,711588,Levetiracetam 250 MG Oral Tablet
2832,Keppra Tab 500mg,711589,Levetiracetam 500 MG Oral Tablet
2833,Kerlone Tab 20mg(원외),42800549,Betaxolol Hydrochloride 20 MG Oral Tablet
2834,Keromin Inj 30mg/1ml,40164851,Ketorolac Tromethamine 30 MG/ML Injectable Solution
2835,Ketalar Inj 50mg/ml,19057197,Ketamine 50 MG/ML Injectable Solution
2836,KeTamine Inj 250mg/5ml/Amp,19057197,Ketamine 50 MG/ML Injectable Solution
2837,Ketamine Inj 500mg/10ml,785649,Ketamine
2838,Ketas Cap 10mg,21601587,Other peripheral vasodilators
2839,Ketoracin Tab 10mg,19133853,Ketorolac Tromethamine 10 MG Oral Tablet
2840,Ketotop 6매/PAK,1185922,Ketoprofen
2841,Ketotop EL 7매/PAK,1185922,Ketoprofen
2842,K-Gambrosol trio 10 (2L/TB),19011035,Lactate
2843,K-Gambrosol trio 10 (2L/TB),19036781,Calcium Chloride
2844,K-Gambrosol trio 10 (2L/TB),19092849,Magnesium Chloride
2845,K-Gambrosol trio 10 (2L/TB),19097059,DEXTROSE SOLUTION
2846,K-Gambrosol trio 10 (2L/TB),967823,Sodium Chloride
2847,KIMITE Patch 1.5mg,965748,Scopolamine
2848,Klaricid 25mg/ml Susp,19058072,Clarithromycin 25 MG/ML Oral Suspension
2849,Klaricid 50mg/ml Dry Syr,19075422,Clarithromycin 50 MG/ML Oral Suspension
2850,Klaricid Inj 500mg,1750500,Clarithromycin
2851,Klaricid Tab 250mg,1750501,Clarithromycin 250 MG Oral Tablet
2852,Klaricid Tab 500mg,1750562,Clarithromycin 500 MG Oral Tablet
2853,Klaricid Tab.250mg,1750501,Clarithromycin 250 MG Oral Tablet
2854,Klaricid XL 500mg Tab,1750569,Clarithromycin 500 MG Extended Release Oral Tablet
2855,Klenzo 1L/Bot,968205,Sodium Chloride 0.154 MEQ/ML Irrigation Solution
2856,Klimaktoplan Tab(원외),19097452,IGNATIA
2857,Klimaktoplan Tab(원외),19097473,Sepia extract
2858,Klimaktoplan Tab(원외),42899722,Sanguinaria canadensis extract
2859,Klimaktoplan Tab(원외),45776108,Cimicifuga simplex root extract
2860,Kliogest Tab(28T/PAK),1521369,Norethindrone
2861,Kliogest Tab(28T/PAK),1548195,Estradiol
2862,Kombiglyze XR Tab 5/1000mg(원외),40231394,Metformin hydrochloride 1000 MG / saxagliptin 5 MG Extended Release Oral Tablet
2863,K-Phos Inj 30mM/30ml,19027362,potassium phosphate
2864,Kremezin Gran 2g,21605229,Antidotes
2865,Kynex 2 Eye Drop 0.18%(원외),787787,hyaluronate
2866,Kynex Eye Drop 0.1% 0.8ml(원외),787787,hyaluronate
2867,Kyominotin Inj 20ml,19010955,Cysteine
2868,Kyominotin Inj 20ml,42904288,glycyrrhizinate
2869,Kyominotin Inj 20ml,962398,Glycine
2870,Kytril Inj 3mg,19058193,Granisetron 1 MG/ML Injectable Solution
2871,KytRIL Inj 3mg/3ml,19058193,Granisetron 1 MG/ML Injectable Solution
2872,Kytril Tab 1mg,19077738,Granisetron 1 MG Oral Tablet
2873,Labesin Inj 20mg/4ml,40169706,Labetalol hydrochloride 5 MG/ML Injectable Solution
2874,Lacidofil Cap,19000811,Lactobacillus casei rhamnosus
2875,Lacidofil Cap,987153,Lactobacillus acidophilus
2876,Lacor Tab 60/12.5mg(원외),21601833,Angiotensin II antagonists and diuretics
2877,Lacteol Granule,987153,Lactobacillus acidophilus
2878,Lacteol Tab,987153,Lactobacillus acidophilus
2879,Lacticare-HC 1% 로션 118ml,19002274,Hydrocortisone 10 MG/ML Topical Lotion
2880,Lactison-HC 1%(20ml) 현탁액,19078284,Hydrocortisone 10 MG/ML Topical Solution
2881,Lactitol Pow(간성혼수) 20g,19071236,lactitol
2882,Laennec Inj 2ml,42904003,human placenta hydrolysate
2883,Lais(유지) Tab 1000AU,19012956,"ALLERGENIC EXTRACT, HOUSE DUST EXTRACT CONCENTRATE"
2884,Lamictal Chewable 5mg Tab,705161,lamotrigine 5 MG Chewable Tablet
2885,Lamictal Tab 100mg,705108,lamotrigine 100 MG Oral Tablet
2886,Lamictal Tab 25mg,19069199,lamotrigine 25 MG Oral Tablet
2887,Lamictal Tab 50mg,705152,lamotrigine 50 MG Oral Tablet
2888,Lamina-G 5% 1ml(50mg),43013872,alginate
2889,Lamina-G Soln 15ml/PAK,43013872,alginate
2890,Lamisil Cream 1%(15g/Tube),40180873,Terbinafine hydrochloride 10 MG/ML Topical Cream
2891,Lamisil Dermgel 1% 15g,1741408,terbinafine 0.01 MG/MG Topical Gel
2892,Lamisil Tab 125mg,19107132,terbinafine 125 MG Oral Tablet
2893,Lanston LFDT Tab 15mg,929924,lansoprazole 15 MG Disintegrating Oral Tablet
2894,Lanston LFDT Tab 30mg,19098167,lansoprazole 30 MG Disintegrating Oral Tablet
2895,Lantus Inj 1000unit/10ml,19078559,Insulin Glargine 100 UNT/ML Injectable Solution
2896,Lantus Inj 1000unit/10ml,42902742,Insulin Glargine 100 UNT/ML Pen Injector
2897,Lantus Inj Solostar 300unit/3ml/Pen,19135276,3 ML Insulin Glargine 100 UNT/ML Pen Injector
2898,Lasix Inj 20mg/2ml,957134,Furosemide 10 MG/ML Injectable Solution
2899,Lasix Tab 40mg,957136,Furosemide 40 MG Oral Tablet
2900,Layla Tab(원외),21603998,"Other antiinflammatory and antirheumatic agents, non-steroids"
2901,L-Carn Chew Tab 1g,19050104,Carnitine
2902,L-Carn Inj 1g/5ml,19058551,Levocarnitine 200 MG/ML Injectable Solution
2903,L-Carn Syr 300mg/ml,19050104,Carnitine
2904,L-Carn Tab,19050104,Carnitine
2905,Lectopam Tab 3mg,19030355,Bromazepam 3 MG Oral Tablet
2906,Ledercort Tab 4mg,19019893,Triamcinolone 4 MG Oral Tablet
2907,Lediphen Tab 37.5mg(원외),19131610,Phentermine Hydrochloride 37.5 MG Oral Tablet
2908,Lefocin Inj 500mg/100ml,1742256,Levofloxacin 5 MG/ML Injectable Solution
2909,Legalon Cap 140,19103635,Silymarin 140 MG Oral Capsule
2910,Legalon Susp,19066992,Silymarin
2911,Lescol Cap 40mg,19077498,fluvastatin 40 MG Oral Capsule
2912,Lescol XL Tab 80mg(원외),19077499,fluvastatin 80 MG Extended Release Oral Tablet
2913,LETOpra Tab 10mg,948078,pantoprazole
2914,LetoPRA Tab 20mg,948079,pantoprazole 20 MG Delayed Release Oral Tablet
2915,Letozole Tab 50mg,19103860,letosteine 50 MG Delayed Release Oral Capsule
2916,Leucogen 250mcg/PFS,1308432,sargramostim
2917,Leucogen 400mcg/PFS,1308432,sargramostim
2918,Leucovorin Inj 15mg/2ml,19007618,Leucovorin 7.5 MG/ML Injectable Solution
2919,Leukokine Inj 300mcg/1.2ml,1304850,Filgrastim
2920,"Leunase Inj 10,000K.U.",19055717,Erwinia asparaginase
2921,Leuplin DPS Inj 11.25mg,1351541,Leuprolide
2922,Leuplin Inj 3.75mg,1351624,Leuprolide Acetate 3.75 MG/ML Injectable Suspension
2923,Levemir Flexpen Inj 300unit/3ml,42902821,insulin detemir 100 UNT/ML Pen Injector
2924,Levophed Inj 4mg/4ml,1321363,Norepinephrine 1 MG/ML Injectable Solution
2925,Levopride Tab 25mg,21600483,Propulsives
2926,Levotro Tab 60mg,21603434,levodropropizine
2927,Levotuss Syr 6mg/ml,21603434,levodropropizine
2928,Levotuss Tab 60mg,21603434,levodropropizine
2929,Lexapro Tab 10mg,715940,Escitalopram 10 MG Oral Tablet
2930,Lexapro Tab 20mg,19098166,Escitalopram 20 MG Oral Tablet
2931,Libendol Tab 100mg,19107415,ALIBENDOL 100 MG Oral Tablet
2932,Licure Susp,19007572,Valine
2933,Licure Susp,19082306,Isoleucine
2934,Licure Susp,19088571,Leucine
2935,Lido/Epi(1:10만) 2% 1.8ml,40226840,Epinephrine 0.01 MG/ML / Lidocaine Hydrochloride 20 MG/ML Injectable Solution
2936,Lido/Epi(1:10만)(20ML/V),40226840,Epinephrine 0.01 MG/ML / Lidocaine Hydrochloride 20 MG/ML Injectable Solution
2937,LIDO/EPI(1:10만)(처치용) 2% 1.8ml,40226840,Epinephrine 0.01 MG/ML / Lidocaine Hydrochloride 20 MG/ML Injectable Solution
2938,Lido/Epi(1:8만)(처치용) 2% 1.8ml,40226851,Epinephrine 0.0125 MG/ML / Lidocaine Hydrochloride 20 MG/ML Injectable Solution
2939,Lidocaine Inj 1% 200mg/20ml,40227012,Lidocaine Hydrochloride 10 MG/ML Injectable Solution
2940,Lidocaine Inj 2% 400mg/20ml,40227049,Lidocaine Hydrochloride 20 MG/ML Injectable Solution
2941,Lidocaine Inj.1%(20ml),40227012,Lidocaine Hydrochloride 10 MG/ML Injectable Solution
2942,Lidocaine Inj.1%(4ml),40227012,Lidocaine Hydrochloride 10 MG/ML Injectable Solution
