row,diagname,concept_id,concept_name
13049,Idiopathic gout,4084229,Primary gout
13050,Idiopathic gout-multiple sites,4084229,Primary gout
13051,Idiopathic gout-forearm,4084229,Primary gout
13052,Idiopathic gout-hand,4084229,Primary gout
13053,Idiopathic gout-lower leg,4084229,Primary gout
13054,Idiopathic gout-ankle and foot,4084229,Primary gout
13055,Idiopathic gout-other region,4084229,Primary gout
13056,Idiopathic gout-site unspecified,4084229,Primary gout
13057,Drug-induced gout-multiple sites,4035751,Gout secondary to drug
13058,Drug-induced gout-forearm,4035751,Gout secondary to drug
13059,Drug-induced gout-lower leg,4035751,Gout secondary to drug
13060,Drug-induced gout-ankle and foot,4035751,Gout secondary to drug
13061,Drug-induced gout-other region,4035751,Gout secondary to drug
13062,Drug-induced gout-site unspecified,4035751,Gout secondary to drug
13063,Gout due to impairment of renal function-multiple sites,192276,Chronic gouty nephropathy
13064,Gout due to impairment of renal function-upper arm,192276,Chronic gouty nephropathy
13065,Gout due to impairment of renal function-lower leg,192276,Chronic gouty nephropathy
13066,Gout due to impairment of renal function-ankle and foot,192276,Chronic gouty nephropathy
13067,Gout due to impairment of renal function-other region,192276,Chronic gouty nephropathy
13068,Gout due to impairment of renal function-site unspecified,192276,Chronic gouty nephropathy
13069,Other secondary gout-multiple sites,440071,Gout associated problem
13070,Other secondary gout-lower leg,440071,Gout associated problem
13071,Other secondary gout-ankle and foot,440071,Gout associated problem
13072,Other secondary gout-other region,440071,Gout associated problem
13073,Other secondary gout-site unspecified,440071,Gout associated problem
13074,"Gout, unspecified",440674,Gout
13075,"Gout, unspecified-multiple sites",440674,Gout
13076,"Gout, unspecified-shoulder region",440674,Gout
13077,"Gout, unspecified-upper arm",440674,Gout
13078,"Gout, unspecified-forearm",440674,Gout
13079,"Gout, unspecified-hand",440674,Gout
13080,"Gout, unspecified-pelvic region and thigh",440674,Gout
13081,"Gout, unspecified-lower leg",440674,Gout
13082,"Gout, unspecified-ankle and foot",440674,Gout
13083,"Gout, unspecified-other region",440674,Gout
13084,"Gout, unspecified-site unspecified",440674,Gout
13085,Other crystal arthropathies,80484,Crystal arthropathy
13086,Familial chondrocalcinosis,4035750,Familial chondrocalcinosis
13087,"Chondrocalcinosis, NOS, upper arm",437064,Chondrocalcinosis
13088,"Other chondrocalcinosis, hand",437064,Chondrocalcinosis
13089,"Other chondrocalcinosis, lower leg(fibula, tibia, knee joint)",437064,Chondrocalcinosis
13090,"Chondrocalcinosis, NOS, lower leg(fibula, tibia, knee joint)",437064,Chondrocalcinosis
13091,"Other chondrocalcinosis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",437064,Chondrocalcinosis
13092,"Chondrocalcinosis, NOS, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",437064,Chondrocalcinosis
13093,"Chondrocalcinosis, NOS, other",437064,Chondrocalcinosis
13094,Other chondrocalcinosis,437064,Chondrocalcinosis
13095,"Chondrocalcinosis, NOS, site unspecified",437064,Chondrocalcinosis
13096,"Other specified crystal arthropathies, multiple sites",80484,Crystal arthropathy
13097,"Other specified crystal arthropathies, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",80484,Crystal arthropathy
13098,"Other specified crystal arthropathies, forearm(radius, ulna, wrist joints)",80484,Crystal arthropathy
13099,"Other specified crystal arthropathies, site unspecified",80484,Crystal arthropathy
13100,"Crystal arthropathy, unspecified, forearm",80484,Crystal arthropathy
13101,"Crystal arthropathy, unspecified, hand",80484,Crystal arthropathy
13102,"Crystal arthropathy, unspecified, site unspecified",80484,Crystal arthropathy
13103,Hydroxyapatite deposition disease,4083686,Apatite-associated destructive arthritis
13104,Other chondrocalcinosis-multiple sites,437064,Chondrocalcinosis
13105,Other chondrocalcinosis-lower leg,437064,Chondrocalcinosis
13106,Other specified crystal arthropathies-multiple sites,80484,Crystal arthropathy
13107,"Crystal arthropathy, unspecified",80484,Crystal arthropathy
13108,"Crystal arthropathy, unspecified-multiple sites",80484,Crystal arthropathy
13109,"Crystal arthropathy, unspecified-lower leg",80484,Crystal arthropathy
13110,"Crystal arthropathy, unspecified-ankle and foot",80484,Crystal arthropathy
13111,Other specific arthropathies,73553,Arthropathy
13112,"Chronic postrheumatic arthropathy[Jaccoud], forearm(radius, ulna, wrist joints)",72994,Jaccoud's syndrome
13113,"Chronic postrheumatic arthropathy[Jaccoud], lower leg",72994,Jaccoud's syndrome
13114,"Chronic postrheumatic arthropathy[jaccoud], site unspecified",72994,Jaccoud's syndrome
13115,"Villonodular synovitis(pigmented), multiple sites",81382,Pigmented villonodular synovitis
13116,"Villonodular synovitis(pigmented), upper arm(humerus, elbow joints)",81382,Pigmented villonodular synovitis
13117,"Villonodular synovitis(pigmented), hand(carpus, fingers, metacarpus, joints between these bones)",81382,Pigmented villonodular synovitis
13118,"Villonodular synovitis(pigmented), pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",81382,Pigmented villonodular synovitis
13119,"Villonodular synovitis(pigmented), lower leg(fibula, tibia, knee joint)",81382,Pigmented villonodular synovitis
13120,"Villonodular synovitis(pigment), ankle and foot",81382,Pigmented villonodular synovitis
13121,"Villonodular synovitis(pigmented), site unspecified",81382,Pigmented villonodular synovitis
13122,"Palindromic rheumatism, multiple sites",76196,Palindromic rheumatism
13123,"Palindromic rheumatism, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",76196,Palindromic rheumatism
13124,"Palindromic rheumatism, hand(carpus, fingers, metacarpus, joints between these bones)",76196,Palindromic rheumatism
13125,"Palindromic rheumatism, lower leg(fibula, tibia, knee joint)",76196,Palindromic rheumatism
13126,"Palindromic rheumatism, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",76196,Palindromic rheumatism
13127,"Palindromic rheumatism, other",76196,Palindromic rheumatism
13128,"Palindromic rheumatism, site unspecified",76196,Palindromic rheumatism
13129,"Intermittent hydrarthrosis, multiple sites                                                                                ",76196,Palindromic rheumatism
13130,"Intermittent hydrathrosis, lower leg(fibula, tibia, knee joint)",76196,Palindromic rheumatism
13131,"Intermittent hydrarthrosis, other                                                                             ",76196,Palindromic rheumatism
13132,Intermittent hydrarthrosis,76196,Palindromic rheumatism
13133,"Traumatic arthropathy, shoulder region",74124,Traumatic arthropathy
13134,"Traumatic arthropathy, upper arm(humerus, elbow joints)",74124,Traumatic arthropathy
13135,"Traumatic arthropathy, forearm(radius, ulna, wrist joints)",74124,Traumatic arthropathy
13136,"Traumatic arthropathy, hand(carpus, fingers, metacarpus)",74124,Traumatic arthropathy
13137,"Traumatic arthropathy, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",74124,Traumatic arthropathy
13138,"Traumatic arthropathy, lower leg(fibula, tibia, knee joint)",74124,Traumatic arthropathy
13139,"Traumatic arthropathy, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",74124,Traumatic arthropathy
13140,"Traumatic arthropathy, site unspecified",74124,Traumatic arthropathy
13141,"Transient arthropathy, multiple sites",73553,Arthropathy
13142,"Other specified arthropathies, shoulder region",73553,Arthropathy
13143,"Transient arthropathy, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",73553,Arthropathy
13144,"Transient arthropathy, forearm",73553,Arthropathy
13145,"Other specified arthropathies, hand",73553,Arthropathy
13146,"Transient arthropathy, hand",73553,Arthropathy
13147,"Other specified arthropathies, NEC, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",73553,Arthropathy
13148,"Transient arthropathy, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",73553,Arthropathy
13149,"Other specified arthropathies, NEC, lower leg(fibula, tibia, knee joint)",73553,Arthropathy
13150,"Transient arthropathy, lower leg(fibula, tibia, knee joint)",73553,Arthropathy
13151,"Other specified arthropathies, NEC, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",73553,Arthropathy
13152,"Transient arthropathy, ankle and foot",73553,Arthropathy
13153,"Transient arthropathy, other",73553,Arthropathy
13154,"Other specified arthropathies, nec",73553,Arthropathy
13155,"Transient arthropathy, site unspecified",73553,Arthropathy
13156,Chronic postrheumatic arthropathy[jaccoud],72994,Jaccoud's syndrome
13157,Chronic postrheumatic arthropathy[jaccoud]-multiple sites,72994,Jaccoud's syndrome
13158,Chronic postrheumatic arthropathy[jaccoud]-lower leg,72994,Jaccoud's syndrome
13159,Chronic postrheumatic arthropathy[jaccoud]-site unspecified,72994,Jaccoud's syndrome
13160,Villonodular synovitis(pigmented),81382,Pigmented villonodular synovitis
13161,Villonodular synovitis(pigmented)-multiple sites,81382,Pigmented villonodular synovitis
13162,Villonodular synovitis(pigmented)-forearm,81382,Pigmented villonodular synovitis
13163,Villonodular synovitis(pigmented)-lower leg,81382,Pigmented villonodular synovitis
13164,Villonodular synovitis(pigmented)-ankle and foot,81382,Pigmented villonodular synovitis
13165,Villonodular synovitis(pigmented)-site unspecified,81382,Pigmented villonodular synovitis
13166,Palindromic rheumatism,76196,Palindromic rheumatism
13167,Palindromic rheumatism-multiple sites,76196,Palindromic rheumatism
13168,Palindromic rheumatism-hand,76196,Palindromic rheumatism
13169,Palindromic rheumatism-lower leg,76196,Palindromic rheumatism
13170,Palindromic rheumatism-other region,76196,Palindromic rheumatism
13171,Palindromic rheumatism-site unspecified,76196,Palindromic rheumatism
13172,Intermittent hydrarthrosis-shoulder region,76196,Palindromic rheumatism
13173,Traumatic arthropathy,74124,Traumatic arthropathy
13174,Traumatic arthropathy-shoulder region,74124,Traumatic arthropathy
13175,Traumatic arthropathy-hand,74124,Traumatic arthropathy
13176,Traumatic arthropathy-lower leg,74124,Traumatic arthropathy
13177,Traumatic arthropathy-ankle and foot,74124,Traumatic arthropathy
13178,"Other specified arthropathies, nec-pelvic region and thigh",73553,Arthropathy
13179,"Other specified arthropathies, nec-ankle and foot",73553,Arthropathy
13180,Other arthritis,4291025,Arthritis
13181,"Polyarthritis, unspecified",4218311,Undifferentiated inflammatory polyarthritis
13182,"Polyarthritis, unspecified, multiple sites",4218311,Undifferentiated inflammatory polyarthritis
13183,"Polyarthritis, unspecified, shoulder region",4218311,Undifferentiated inflammatory polyarthritis
13184,"Polyarthritis, unspecified, upper arm",4218311,Undifferentiated inflammatory polyarthritis
13185,"Polyarthritis, unspecified, hand",4218311,Undifferentiated inflammatory polyarthritis
13186,"Polyarthritis, unspecified, pelvic region and thigh",4218311,Undifferentiated inflammatory polyarthritis
13187,"Polyarthritis, unspecified, lower leg",4218311,Undifferentiated inflammatory polyarthritis
13188,"Polyarthritis, unspecified, ankle and foot",4218311,Undifferentiated inflammatory polyarthritis
13189,"Polyarthritis, unspecified, other",4218311,Undifferentiated inflammatory polyarthritis
13190,"Polyarthritis, unspecified, site unspecified",4218311,Undifferentiated inflammatory polyarthritis
13191,"Monoarthritis, NEC, multiple sites",44783376,Monoarthritis
13192,"Monoarthritis, NEC, shoulder region",44783376,Monoarthritis
13193,"Monoarthritis NEC, upper arm(humerus, elbow joints)",44783376,Monoarthritis
13194,"Monoarthritis NEC, forearm(radius, ulna, wrist joints)",44783376,Monoarthritis
13195,"Monoarthritis, NEC, hand",44783376,Monoarthritis
13196,"Monoarthritis NEC, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",44783376,Monoarthritis
13197,"Monoarthritis, NEC, lower leg",44783376,Monoarthritis
13198,"Monoarthritis, NEC, ankle and foot",44783376,Monoarthritis
13199,"Monoarthritis NEC, other(head, neck, ribs, skull, trunk, vertebral column)",44783376,Monoarthritis
13200,"Monoarthritis, NEC, site unspecified",44783376,Monoarthritis
13201,"Other specified arthritis, multiple sites",80804,Allergic arthritis of multiple sites
13202,"Allergic arthritis, multiple sites",80804,Allergic arthritis of multiple sites
13203,"Other specified arthritis, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",80804,Allergic arthritis of multiple sites
13204,"Allergic arthritis, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",80804,Allergic arthritis of multiple sites
13205,"Other specified arthritis, upper arm(humerus, elbow joints)",80804,Allergic arthritis of multiple sites
13206,"Allergic arthritis, upper arm(humerus, elbow joints)",80804,Allergic arthritis of multiple sites
13207,"Other specified arthritis, forearm(radius, ulna, wrist joints)",80804,Allergic arthritis of multiple sites
13208,"Other specified arthritis, hand(carpus, fingers, metacarpus)",80804,Allergic arthritis of multiple sites
13209,"Allergic arthritis, hand",80804,Allergic arthritis of multiple sites
13210,"Other specified arthritis, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",80804,Allergic arthritis of multiple sites
13211,"Other specified arthritis, lower leg(fibula, tibia, knee joint)",80804,Allergic arthritis of multiple sites
13212,"Allergic arthritis, lower leg",80804,Allergic arthritis of multiple sites
13213,"Other specified arthritis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",80804,Allergic arthritis of multiple sites
13214,"Allergic arthritis, ankle and foot",80804,Allergic arthritis of multiple sites
13215,"Other specified arthritis, other(head, neck, ribs, skull, trunk, vertebral column)",80804,Allergic arthritis of multiple sites
